,pmid_pmcid,publisher,journal_title,article_title,cost_with_vat
764,PMCID: PMC3636455,Elsevier,Preventive medicine,Is wearing a pedometer associated with higher physical activity among adolescents?,2475.13
765,PMC3445812,Elsevier,Protein expr purif,Analysis of conditions affecting auto-phosphorylation of human kinases during expression in bacteria,1938.38
766,PMC3405529,Elsevier,Protist,A Trypanosoma brucei protein required for maintenance of the flagellum attachment zone and flagellar pocket ER domains,2177.87
767,PMID: 23332733 PMC3712184 ,Elsevier,Public health,Association between diet and physical activity and sedentary behaviours in 9-10 year old British White children,2321.23
768,"PMCID:
    PMC3763377",Elsevier,Pulmonary pharmacology & therapeutics,Pre-Clinical Studies in Cough Research: Role of Transient Receptor Potential (TRP) Channels,2421.77
769,PMC3632752,Elsevier,Research in veterinary science,Bluetongue and Epizootic Haemorrhagic Disease virus in local breeds of cattle in Kenya,2476.85
770,PMID: 21764562  PMC3485562,Elsevier,Schizophrenia research,A quantitative meta-analysis of population-based studies of premorbid intelligence and schizophrenia,2222.09
771,PMID: 22704639 PMC3485564 ,Elsevier,Schizophrenia research,Childhood infection and adult schizophrenia: A meta-analysis of population-based studies,2222.09
772,PMC3672980,Elsevier,Seizure,Co-morbidity of epilepsy in Tanzanian children: a community-based case-control study,2369.7
773,PMCID: PMC3765962,Elsevier,Seminars in oncology,"Adjuvant therapy in renal cell carcinoma - past, present, and future",2379.79
774,PMC3675686,Elsevier,Social science & medicine,"The impact of a lay counselor led collaborative care intervention for common mental disorders in public and private primary care: a qualitative evaluation nested in the MANAS trial in Goa, India.",2392.77
775,PMC3611601,Elsevier,Social science and medicine,Towards a differentiated understanding of active travel behaviour: Using social theory to explore everyday commuting,1189.77
776,PMC3611603,Elsevier,Social science and medicine,"Healthy travel and the socio-economic structure of car commuting in Cambridge, UK: A mixed-methods analysis",1189.77
777,PMC 3560061,Elsevier,Social science and medicine,The social dynamics of consent and refusal in HIV surveillance in rural South Africa Social Science and Medicine,1836.92
778,"PMCID:
    PMC3512055

",Elsevier,Social science and medicine,Household-based cash transer targeting strategies in Zimbabwe: are we reaching the most vulnerable children?,2281.51
779,PMID23287458 PMC3605587 ,Elsevier,Social science and medicine,We view that as contraceptive failure: Containing the multiplicity of contraception and abortion within Scottish reproductive healthcare,2480.56
780,3223522,Elsevier,Stem cell research,Density of human bone marrow stromal cells regulates commitment to vascular lineages,2215.76
781,PMC3526787,Elsevier,Structure,Structures of lysenin reveal a shared evolutionary origin for pore-forming proteins and its mode of sphingomyelin recognition.,3628.83
782,PMID:23623732 PMC3791409 ,Elsevier,Structure,Wzi Is an Outer Membrane Lectin that Underpins Group 1 Capsule Assembly in Escherichia coli,3748.0
783,PMCID: PMC3542428,Elsevier,Structure,Functional Insights from the Crystal Structure of the N-Terminal Domain of the Prototypical Toll Receptor,3832.72
784,PMCID: PMC3651934,Elsevier,Structure,RNA tertiary interactions in a riboswitch stabilize the structure of a kink turn. ,3899.19
785,PMCID: PMC3664939,Elsevier,Structure,Structure of the Catalytic Region of DNA Ligase IV in Complex with an Artemis Fragment Sheds Light on Double-Strand Break Repair,4072.42
786,PMCID: PMC3694306,Elsevier,Structure,"The architecture of EssB, an integral membrane component of the type VII secretion system",4095.97
787,3635120,Elsevier,Studies in history and philosophy of science part c,Making space for criminalistics: Hans Gross and fin-de-siècle CSI,2467.88
788,-,Elsevier,Studies in history and philosophy of science part c: studies in history and philosophy of biological and biomedical sciences,Natural History and Information Overload: The Case of Linnaeus,2395.0
789,PMC3661977,Elsevier,Tetrahedron letters,"An E/Z conformational behaviour study on the trypanocidal action of lipophilic spiro carbocyclic 2,6-diketopiperazine-1-acetohydroxamic acids.",1457.41
790,23375655  PMC3567274 ,Elsevier,The americal journal of human genetics,"Identification of mutations in SL24A4, encoding a potassium-dependent sodium/calcium exchanger, as a cause of amelogenesis imperfecta",2433.9
791,PMCID3135804,Elsevier,The american journal of human genetics,"Inactivation of IL11 signaling causes craniosynostosis, delayed tooth eruption, and supernumerary teeth.",1773.74
792,PMC3169830,Elsevier,The american journal of human genetics,"Homozygous Mutations in PXDN Cause Congential Cataract, Corneal Opacity and Developmental Glaucoma",2080.69
793,PMC3484648,Elsevier,The american journal of human genetics,Discovery and Fine Mapping of Serum Protein Loci through Transethnic Meta-analysis.,3714.29
794,PMCID:PMC3573229,Elsevier,The international journal of biochemistry & cell biology,Testoterone protects female embryonic heart H9C2 cells against severe metabolic stress by activating estrogen receptors and up-regulating IES SUR2B,2410.82
795,1852.505,Elsevier,The journal of steroid biochemistry & molecular biology,Changing glucocorticoid action: 11-hydroxysteroid dehydrogenase type 1 in acute and chronic inflammation,2488.17
796,PMC3525981,Elsevier,The lancet,"Dementia incidence and mortality in middle income countries, and associations with indicators of cognitive reserve: a 10/66 Dementia Research Group cohort study",4320.0
797,1852.505,Elsevier,The lancet,The impact on a serogroup a meningococcal conjugate vaccine (PsA-TT) on serogroup A menigococcal meningitis and carriage in Chad.,4554.01
798,"PMCID:
    PMC3627205
",Elsevier,The lancet,Effects of unconditional and conditional cash transfers on child health and development in Zimbabwe: a cluster-randomised trial,4800.0
799,1852.505,Elsevier,The lancet neurology,MRI investigation of the sensorimotor cortex and the corticospinal tract after acute spinal cord injury: a prospective longitudinal study,4320.0
800,PMID: 23041239 /PMCID: PMC3490334,Elsevier,The lancet neurology,Genetic risk factors for ischaemic stroke and its subtypes (the METASTROKE Collaboration): a meta-analysis of genome-wide association studies,5760.0
801,PMID : 23773811,Elsevier,The vet journal,The role of veterinarians in equestrian sport: A comparative review of ethical issues surrounding human and equine sports medicine.,2480.06
802,PMC3528949,Elsevier,Ticks and tick-borne diseases,Tick cell culture isolation and growth of Rickettsia raoultii from Dutch Dermacentor reticulatus ticks,2863.73
803,PMC3183225,Elsevier,Transactions of the royal society of tropical medicine and hygiene,Investigating the spatial micro-epidemiology of diseases within a point-prevalance sample: a field applicable method for rapid mappying of households using low-clost GPS-dataloggers,1524.08
804,pub Aug 2013,Elsevier,Trends in cognitive science,Models of Morality,2340.63
805,PMID: 21940062 PMC3814186 ,Elsevier,Trends in genetics,Epigenetic factors influencing resistance to nuclear reprogramming,2368.11
806,PMC3605582,Elsevier,Trends in genetics,Genomic modulators of the immune response.,2373.76
807,PMC3491314,Elsevier,Trends in microbiology,"Evolution of virulence in opportunistic pathogens: generalism, plasticity and control",2291.33
808,PMID:23265842 PMC3569712 ,Elsevier,Trends in molecular medicine,Exploring the effects of polymorphisms on cis-regulatory signal transduction response,2248.33
809,PMC3794160 ,Elsevier,Trends in neuroscience,Blurring the boundaries: developmental and activity-dependent determinants of neural circuits,2402.81
810,print in press,Elsevier,Trends in neurosciences,Molecular nexopathies: a new paradigm of neurodegenerative disease,2426.96
811,1852.505,Elsevier,Trends in neurosciences,Cytoplasmic dynein heavy chain: the servant of many masters,1852.505
812,1852.505,Elsevier,Trends in parasitology,Schistosomiasis in African infants and preschool children: let them now be treated!,2004.74
813,1852.505,Elsevier,Trends in parasitology,The Cindirella Syndrome: Why do malaria-infected cells burst at midnight?,2306.78
814,1852.505,Elsevier,Trends in parasitology,Killing them softly: managing pathogen polymorphism and virulence in spatially variable environments.,2461.44
815,1852.505,Elsevier,Trends in parasitology,Infection and treatment immunizations for successful parasite vaccines,1852.505
816,"PMCID:
    PMC3759846",Elsevier,Tuberculosis,Pathways of IL-1? secretion by macrophages infected with clinical Mycobacterium tuberculosis strains,1999.94
817,"PMCID:
    PMC3608034",Elsevier,Tuberculosis,A novel assay of antimycobacterial activity and phagocytosis by human neutrophils,2322.57
818,PMC3763375,Elsevier,Vaccine,Human papillomavirus (HPV) vaccine implementation in low and middle-income countries: health system experiences and propsects.,1433.34
819,PMID: 24035434,Elsevier,Vaccine,Cattle immunized against the pathogenic l-?-glycerol-3-phosphate oxidase of Mycoplasma mycoides subs. mycoides fail to generate neutralizing antibodies and succumb to disease on challenge ?,1448.38
820,PMC3763374,Elsevier,Vaccine,Protection against avian necrotic enteritis after immunisation with NetB genetic or formaldehyde toxoids,1477.73
821,PMC3404461,Elsevier,Vaccine,"Tailoring subunit vaccine immunogenicity: maximizing antibody and T cell responses by using combinations of adenovirus, poxvirus and protein-adjuvant vaccines against Plasmodium falciparum MSP1.",2328.84
822,23117109,Elsevier,Vascular pharmacology,Signal transduction and modulating pathways in Trypamine-evoked vasopressor responses of the rat isolated,2352.53
823,PMC3757156,Elsevier,Veterinary microbiology,Isolation of canine Anaplasma phagocytophilum strains from clinical blood samples using the Ixodes ricinus cell line IRE/CTVM20,2451.49
824,PMC3611597,Elsevier,Veterinary parasitology,Toxocara canis: molecular basis of immune recognition and evasion,2488.17
825,1852.505,Elsevier,Veterinary parasitology,Persistence of the efficacy of copper oxide wire particles against Haemonchus contortus in grazing South African goats. ,1852.505
826,PMCID: PMC3791421,Elsevier,Virology,An essential fifth coding ORF in the sobemoviruses,1435.05
827,23201205,Elsevier,Virus research,Prostratin exhibits both replication enhancing and inhibiting effects on FIV infection of feline CD4(+) T-cells,1947.09
828,pub Aug 2013,Elsevier,Vision research,Sensitivity to numerosity is not a unique visuospatial psychophysical predictor of mathematical ability,1456.18
829,23200744  PMC3552157 ,Elsevier,Vision research,Perceptual learning of second order cues for layer decomposition,1852.505
830,3708126,Elsevier ,American journal of preventive medicine,Sickle Cell Disease in Africa; a neglected cause of early childhood mortality ,1834.77
831,PMC3685808,Elsevier ,Cell metabolism,Improved insulin sensitivity despite increased visceral adiposity in mice deficient for the immune cell transcription factor T-bet,4084.51
832,PMC3476528,Elsevier ,Febs letters,"Concerted action of the PHD, chromo and motor domains regulates the human chromatin remodelling ATPase CHD4.",2143.17
833,PMID:20097205,Elsevier ,Journal of molecular biology,Structural basis of substrate binding in WsaF,2459.32
834,3507620,Elsevier ,Lancet,Managing Severe infection in infancy in resource poor settings ,838.35
835,3771416,Elsevier ,Lancet infect dis,"Efficacy of RTS,S malaria vaccines: individual-participant pooled analysis of phase 2 data.",3600.0
836,3724053,Elsevier ,Math biosci,Understanding the transmission dynamics of respiratory syncytial virus using multiple time series and nested models.,1834.77
837,3778404,Elsevier ,Social science & medicine,Managing misaligned paternity findings in research involving sickle cell screening in Kenya; consulting communities to inform policy ,1834.77
838,PMID:23312521 PMC3542422 ,Elsevier (Cell Press),Neuron,Fast silencing reveals a lost role for reciprocal inhibition in locomotion,3912.2
839,"PMC3568920

",Elsevier (Cell Press),Neuron,Spike-driven glutamate electrodiffusion triggers synaptic potentiation via a Homer-dependent mGluR-NMDAR link,3918.42
